start_node,end_node,voltage_level,approx_length_km,status,line_name
Bajitpur,Kishoreganj,132 kV,0.0,Existing,Bajitpur_132kVtoKishoreganj_132kV_Line2
Bajitpur,Kishoreganj,132 kV,0.0,Existing,Bajitpur_132kVtoKishoreganj_132kV_Line3
Bajitpur,Kishoreganj,132 kV,0.0,Existing,Bajitpur_132kVtoKishoreganj_132kV_Line4
Rahanpur,Chowdala(Section onward),132 kV,7.0,Ongoing,Rahanpur_132kVtoChowdala(Section onward)_132kV_Line1
Rahanpur,Chowdala(Section onward),132 kV,7.0,Ongoing,Rahanpur_132kVtoChowdala(Section onward)_132kV_Line2
Muktagacha,Ghatial,132 kV,1.0,Ongoing,Muktagacha_132kVtoGhatial_132kV_Line1
Muktagacha,Ghatial,132 kV,1.0,Ongoing,Muktagacha_132kVtoGhatial_132kV_Line2
Muktagacha,Ghatial,132 kV,1.0,Ongoing,Muktagacha_132kVtoGhatial_132kV_Line3
Muktagacha,Ghatial,132 kV,1.0,Ongoing,Muktagacha_132kVtoGhatial_132kV_Line4
Muktagacha,RPCL,132 kV,1.0,Ongoing,Muktagacha_132kVtoRPCL_132kV_Line1
Muktagacha,RPCL,132 kV,1.0,Ongoing,Muktagacha_132kVtoRPCL_132kV_Line2
Muktagacha,RPCL,132 kV,1.0,Ongoing,Muktagacha_132kVtoRPCL_132kV_Line3
Muktagacha,RPCL,132 kV,1.0,Ongoing,Muktagacha_132kVtoRPCL_132kV_Line4
Muradnagar,Kosba,132 kV,24.0,Existing,Muradnagar_132kVtoKosba_132kV_Line1
Muradnagar,Kosba,132 kV,24.0,Existing,Muradnagar_132kVtoKosba_132kV_Line2
Jhenaidah,Chuadanga,132 kV,39.0,Existing,Jhenaidah_132kVtoChuadanga_132kV_Line1
Kurigram,Lalmonirht 2nd circuit,132 kV,31.0,Existing,Kurigram_132kVtoLalmonirht 2nd circuit_132kV_Line1
Bhulta (N),Hairpur,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoHairpur_132kV_Line1
Bhulta (N),Hairpur,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoHairpur_132kV_Line2
Bhulta (N),Hairpur,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoHairpur_132kV_Line3
Bhulta (N),Hairpur,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoHairpur_132kV_Line4
Bhulta (N),Narsinghdi,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoNarsinghdi_132kV_Line1
Bhulta (N),Narsinghdi,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoNarsinghdi_132kV_Line2
Bhulta (N),Narsinghdi,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoNarsinghdi_132kV_Line3
Bhulta (N),Narsinghdi,132 kV,0.0,Ongoing,Bhulta (N)_132kVtoNarsinghdi_132kV_Line4
Patiya,Sikalbaha,132 kV,0.0,Ongoing,Patiya_132kVtoSikalbaha_132kV_Line1
Patiya,Sikalbaha,132 kV,0.0,Ongoing,Patiya_132kVtoSikalbaha_132kV_Line2
Patiya,Sikalbaha,132 kV,0.0,Ongoing,Patiya_132kVtoSikalbaha_132kV_Line3
Patiya,Sikalbaha,132 kV,0.0,Ongoing,Patiya_132kVtoSikalbaha_132kV_Line4
Patiya,Dohazari,132 kV,0.0,Ongoing,Patiya_132kVtoDohazari_132kV_Line1
Patiya,Dohazari,132 kV,0.0,Ongoing,Patiya_132kVtoDohazari_132kV_Line2
Patiya,Dohazari,132 kV,0.0,Ongoing,Patiya_132kVtoDohazari_132kV_Line3
Patiya,Dohazari,132 kV,0.0,Ongoing,Patiya_132kVtoDohazari_132kV_Line4
Anandabazar,Halishahar,132 kV,0.0,Ongoing,Anandabazar_132kVtoHalishahar_132kV_Line1
Anandabazar,Halishahar,132 kV,0.0,Ongoing,Anandabazar_132kVtoHalishahar_132kV_Line2
Anandabazar,Halishahar,132 kV,0.0,Ongoing,Anandabazar_132kVtoHalishahar_132kV_Line3
Anandabazar,Halishahar,132 kV,0.0,Ongoing,Anandabazar_132kVtoHalishahar_132kV_Line4
Anandabazar,Khulsi,132 kV,0.0,Ongoing,Anandabazar_132kVtoKhulsi_132kV_Line1
Anandabazar,Khulsi,132 kV,0.0,Ongoing,Anandabazar_132kVtoKhulsi_132kV_Line2
Anandabazar,Khulsi,132 kV,0.0,Ongoing,Anandabazar_132kVtoKhulsi_132kV_Line3
Anandabazar,Khulsi,132 kV,0.0,Ongoing,Anandabazar_132kVtoKhulsi_132kV_Line4
Cumilla(N),Chandina,132 kV,16.0,Ongoing,Cumilla(N)_132kVtoChandina_132kV_Line1
Cumilla(N),Chandina,132 kV,16.0,Ongoing,Cumilla(N)_132kVtoChandina_132kV_Line2
Rajendrapur,Sreepur,132 kV,20.0,Ongoing,Rajendrapur_132kVtoSreepur_132kV_Line1
Rajendrapur,Sreepur,132 kV,20.0,Ongoing,Rajendrapur_132kVtoSreepur_132kV_Line2
Araihazar,Bhulta,132 kV,8.0,Ongoing,Araihazar_132kVtoBhulta_132kV_Line1
Araihazar,Bhulta,132 kV,8.0,Ongoing,Araihazar_132kVtoBhulta_132kV_Line2
Dynamics Solar Plant,Ishurdi,132 kV,22.0,Ongoing,Dynamics Solar Plant_132kVtoIshurdi_132kV_Line1
Dynamics Solar Plant,Ishurdi,132 kV,22.0,Ongoing,Dynamics Solar Plant_132kVtoIshurdi_132kV_Line2
Kachua,Laksam,132 kV,32.0,Ongoing,Kachua_132kVtoLaksam_132kV_Line1
Kachua,Laksam,132 kV,32.0,Ongoing,Kachua_132kVtoLaksam_132kV_Line2
Chowmuhani,Lakshmipur,132 kV,27.0,Ongoing,Chowmuhani_132kVtoLakshmipur_132kV_Line1
Chowmuhani,Lakshmipur,132 kV,27.0,Ongoing,Chowmuhani_132kVtoLakshmipur_132kV_Line2
Taraganj,Saidpur,132 kV,0.0,Existing,Taraganj_132kVtoSaidpur_132kV_Line1
Taraganj,Saidpur,132 kV,0.0,Existing,Taraganj_132kVtoSaidpur_132kV_Line2
Taraganj,Saidpur,132 kV,0.0,Existing,Taraganj_132kVtoSaidpur_132kV_Line3
Taraganj,Saidpur,132 kV,0.0,Existing,Taraganj_132kVtoSaidpur_132kV_Line4
Taraganj,Rangpur,132 kV,0.0,Existing,Taraganj_132kVtoRangpur_132kV_Line1
Taraganj,Rangpur,132 kV,0.0,Existing,Taraganj_132kVtoRangpur_132kV_Line2
Taraganj,Rangpur,132 kV,0.0,Existing,Taraganj_132kVtoRangpur_132kV_Line3
Taraganj,Rangpur,132 kV,0.0,Existing,Taraganj_132kVtoRangpur_132kV_Line4
Dagunbhuyan,Feni,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoFeni_132kV_Line1
Dagunbhuyan,Feni,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoFeni_132kV_Line2
Dagunbhuyan,Feni,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoFeni_132kV_Line3
Dagunbhuyan,Feni,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoFeni_132kV_Line4
Dagunbhuyan,Chowmuhani,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoChowmuhani_132kV_Line1
Dagunbhuyan,Chowmuhani,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoChowmuhani_132kV_Line2
Dagunbhuyan,Chowmuhani,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoChowmuhani_132kV_Line3
Dagunbhuyan,Chowmuhani,132 kV,3.0,Ongoing,Dagunbhuyan_132kVtoChowmuhani_132kV_Line4
Rampura,Basundhara,132 kV,12.0,Existing,Rampura_132kVtoBasundhara_132kV_Line1
Rampura,Basundhara,132 kV,12.0,Existing,Rampura_132kVtoBasundhara_132kV_Line2
Sripur,Kodda (Partial),132 kV,9.0,Ongoing,Sripur_132kVtoKodda (Partial)_132kV_Line1
Sripur,Kodda (Partial),132 kV,9.0,Ongoing,Sripur_132kVtoKodda (Partial)_132kV_Line2
Sirajganj Solar,Sirajganj Grid,132 kV,10.0,Existing,Sirajganj Solar_132kVtoSirajganj Grid_132kV_Line1
Sirajganj Solar,Sirajganj Grid,132 kV,10.0,Existing,Sirajganj Solar_132kVtoSirajganj Grid_132kV_Line2
Sathia,Ishwardi,132 kV,1.0,Existing,Sathia_132kVtoIshwardi_132kV_Line1
Sathia,Ishwardi,132 kV,1.0,Existing,Sathia_132kVtoIshwardi_132kV_Line2
Sathia,Baghabari,132 kV,1.0,Existing,Sathia_132kVtoBaghabari_132kV_Line1
Sathia,Baghabari,132 kV,1.0,Existing,Sathia_132kVtoBaghabari_132kV_Line2
Kaliganj,Maheshpur,132 kV,26.0,Ongoing,Kaliganj_132kVtoMaheshpur_132kV_Line1
Kaliganj,Maheshpur,132 kV,26.0,Ongoing,Kaliganj_132kVtoMaheshpur_132kV_Line2
Feni 230/132 kV,Feni Chauddagram,132 kV,4.0,Ongoing,Feni 230/132 kV_132kVtoFeni Chauddagram_132kV_Line1
Feni 230/132 kV,Feni Chauddagram,132 kV,4.0,Ongoing,Feni 230/132 kV_132kVtoFeni Chauddagram_132kV_Line2
Feni 230/132 kV,Feni Chauddagram,132 kV,4.0,Ongoing,Feni 230/132 kV_132kVtoFeni Chauddagram_132kV_Line3
Feni 230/132 kV,Feni Chauddagram,132 kV,4.0,Ongoing,Feni 230/132 kV_132kVtoFeni Chauddagram_132kV_Line4
Bakerganj,Barishal,132 kV,3.0,Existing,Bakerganj_132kVtoBarishal_132kV_Line1
Bakerganj,Barishal,132 kV,3.0,Existing,Bakerganj_132kVtoBarishal_132kV_Line2
Bakerganj,Patuakhali,132 kV,3.0,Existing,Bakerganj_132kVtoPatuakhali_132kV_Line1
Bakerganj,Patuakhali,132 kV,3.0,Existing,Bakerganj_132kVtoPatuakhali_132kV_Line2
Sathia,Pabna 64 MW Solar,132 kV,35.0,Ongoing,Sathia_132kVtoPabna 64 MW Solar_132kV_Line1
Sathia,Pabna 64 MW Solar,132 kV,35.0,Ongoing,Sathia_132kVtoPabna 64 MW Solar_132kV_Line2
