name,bus0,bus1,length,r_ohm_per_km,x_ohm_per_km,b_siemens_per_km,v_nom_kv,n_circuits,conductor,is_lilo,source_name
LILO_Jhenaidah_132kV_Bheramara_TL_4,Jhenaidah_132kV,Bheramara_230kV,2.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,True,LILO of Bheramara-Khulna (S) at Jhenaidah
Sikalbaha_Hathazari_TL_1,Sikalbaha_230kV,Hathazari_230kV,28.35,0.0169,0.29,7.04e-06,230,2,Quad Mallard,False,Sikalbaha-Hathazari
Sikalbaha_Hathazari_TL_2,Sikalbaha_230kV,Hathazari_230kV,28.35,0.0169,0.29,7.04e-06,230,2,Quad Mallard,False,Sikalbaha-Hathazari
Mongla_Khulna (S)_TL_1,Mongla_230kV,Khulna (S)_230kV,24.0,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Mongla- Khulna(S)
Mongla_Khulna (S)_TL_2,Mongla_230kV,Khulna (S)_230kV,24.0,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Mongla- Khulna(S)
Barishal (N)_Gopalganj_132kV_TL_1,Barishal (N)_230kV,Gopalganj_132kV,75.0,0.028,0.318,3.52e-06,230,2,Twin ACCC Mallard,False,Barishal(N)-Gopalganj
Barishal (N)_Gopalganj_132kV_TL_2,Barishal (N)_230kV,Gopalganj_132kV,75.0,0.028,0.318,3.52e-06,230,2,Twin ACCC Mallard,False,Barishal(N)-Gopalganj
Gopalganj_132kV_Faridpur_TL_1,Gopalganj_132kV,Faridpur_230kV,49.0,0.028,0.318,3.52e-06,230,2,Twin ACCC Mallard,False,Gopalganj-Faridpur
Gopalganj_132kV_Faridpur_TL_2,Gopalganj_132kV,Faridpur_230kV,49.0,0.028,0.318,3.52e-06,230,2,Twin ACCC Mallard,False,Gopalganj-Faridpur
LILO_Madunaght_Sikalbaha_TL_1,Madunaght_230kV,Sikalbaha_230kV,11.7,0.0169,0.29,7.04e-06,230,2,Quad Mallard,True,LILO of Sikalbaha-Hathazari at Madunaghat(N)
LILO_Madunaght_Sikalbaha_TL_2,Madunaght_230kV,Sikalbaha_230kV,11.7,0.0169,0.29,7.04e-06,230,2,Quad Mallard,True,LILO of Sikalbaha-Hathazari at Madunaghat(N)
RNPP_Baghabari_TL_1,RNPP_230kV,Baghabari_230kV,65.5,0.028,0.318,3.52e-06,230,2,Twin ACCC Mallard,False,Rooppur-Baghabari
RNPP_Baghabari_TL_2,RNPP_230kV,Baghabari_230kV,65.5,0.028,0.318,3.52e-06,230,2,Twin ACCC Mallard,False,Rooppur-Baghabari
Khula 330MW_Khulna (S)_TL_1,Khula 330MW_230kV,Khulna (S)_230kV,14.0,0.026,0.321,3.4e-06,230,1,,False,Khula 330MW-Khula(S)
LILO_Bogura (W)_Bogura (S)_TL_1,Bogura (W)_230kV,Bogura (S)_230kV,22.0,0.0339,0.327,3.52e-06,230,2,Twin Mallard,True,LILO of Bogura-Barapukuria at Bogura(West)
LILO_Bogura (W)_Bogura (S)_TL_2,Bogura (W)_230kV,Bogura (S)_230kV,22.0,0.0339,0.327,3.52e-06,230,2,Twin Mallard,True,LILO of Bogura-Barapukuria at Bogura(West)
LILO_Sripur_Ashuganj_TL_1,Sripur_230kV,Ashuganj_230kV,1.4,0.0339,0.327,3.52e-06,230,4,Twin Mallard,True,LILO of Ashuganj-Sirajganj at Sreepur
LILO_Sripur_Ashuganj_TL_2,Sripur_230kV,Ashuganj_230kV,1.4,0.0339,0.327,3.52e-06,230,4,Twin Mallard,True,LILO of Ashuganj-Sirajganj at Sreepur
LILO_Sripur_Ashuganj_TL_3,Sripur_230kV,Ashuganj_230kV,1.4,0.0339,0.327,3.52e-06,230,4,Twin Mallard,True,LILO of Ashuganj-Sirajganj at Sreepur
LILO_Sripur_Ashuganj_TL_4,Sripur_230kV,Ashuganj_230kV,1.4,0.0339,0.327,3.52e-06,230,4,Twin Mallard,True,LILO of Ashuganj-Sirajganj at Sreepur
Madunaght_Madunaght_TL_1,Madunaght_230kV,Madunaght_230kV,7.0,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Madunaght(O)-Madunaghat 400kV
Madunaght_Madunaght_TL_2,Madunaght_230kV,Madunaght_230kV,7.0,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Madunaght(O)-Madunaghat 400kV
Mirsarai_Mirsarai_TL_1,Mirsarai_230kV,Mirsarai_230kV,13.3,0.0339,0.327,3.52e-06,230,1,Twin Mallard,False,Sonagazi (EGCB)- Mirsarai
Bogura (S)_Naogaon_132kV_TL_1,Bogura (S)_230kV,Naogaon_132kV,11.5,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Bogura(S)-Noagaon (Partial)
Bogura (S)_Naogaon_132kV_TL_2,Bogura (S)_230kV,Naogaon_132kV,11.5,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Bogura(S)-Noagaon (Partial)
Bogura_132kV_Naogaon_132kV_TL_1,Bogura_132kV,Naogaon_132kV,1.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,LILO of Bogura(S)-Noagaon
Bogura_132kV_Naogaon_132kV_TL_2,Bogura_132kV,Naogaon_132kV,1.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,LILO of Bogura(S)-Noagaon
Bogura_132kV_Naogaon_132kV_TL_3,Bogura_132kV,Naogaon_132kV,1.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,LILO of Bogura(S)-Noagaon
Bogura_132kV_Naogaon_132kV_TL_4,Bogura_132kV,Naogaon_132kV,1.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,LILO of Bogura(S)-Noagaon
Korerhat_Chowmuhani_TL_1,Korerhat_230kV,Chowmuhani_230kV,54.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Korerhat-Chowmuhani
Korerhat_Chowmuhani_TL_2,Korerhat_230kV,Chowmuhani_230kV,54.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Korerhat-Chowmuhani
Korerhat_Chowmuhani_TL_3,Korerhat_230kV,Chowmuhani_230kV,54.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Korerhat-Chowmuhani
Korerhat_Chowmuhani_TL_4,Korerhat_230kV,Chowmuhani_230kV,54.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Korerhat-Chowmuhani
Chowmuhani_Kachua_TL_1,Chowmuhani_230kV,Kachua_230kV,50.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Chowmuhani-Kachua
Chowmuhani_Kachua_TL_2,Chowmuhani_230kV,Kachua_230kV,50.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Chowmuhani-Kachua
Chowmuhani_Kachua_TL_3,Chowmuhani_230kV,Kachua_230kV,50.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Chowmuhani-Kachua
Chowmuhani_Kachua_TL_4,Chowmuhani_230kV,Kachua_230kV,50.5,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Chowmuhani-Kachua
Chowmuhani_Maijdee_132kV_TL_1,Chowmuhani_230kV,Maijdee_132kV,20.5,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Chowmuhani-Maijdee
Chowmuhani_Maijdee_132kV_TL_2,Chowmuhani_230kV,Maijdee_132kV,20.5,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Chowmuhani-Maijdee
Barapukuria_Purbasadipur_TL_1,Barapukuria_230kV,Purbasadipur_230kV,38.7,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Barapukuria-Purbasadipur
Barapukuria_Purbasadipur_TL_2,Barapukuria_230kV,Purbasadipur_230kV,38.7,0.0339,0.327,3.52e-06,230,2,Twin Mallard,False,Barapukuria-Purbasadipur
Kachua_Gazaria_TL_1,Kachua_230kV,Gazaria_230kV,49.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Kachua-Gazaria
Kachua_Gazaria_TL_2,Kachua_230kV,Gazaria_230kV,49.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Kachua-Gazaria
Kachua_Gazaria_TL_3,Kachua_230kV,Gazaria_230kV,49.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Kachua-Gazaria
Kachua_Gazaria_TL_4,Kachua_230kV,Gazaria_230kV,49.0,0.0339,0.327,3.52e-06,230,4,Twin Mallard,False,Kachua-Gazaria
Ghorashal_Ghorashal_TL_1,Ghorashal_230kV,Ghorashal_230kV,1.1,0.015,0.12,2e-05,230,2,XLPE,False,Ghorasal GIS2AIS double circuit
Ghorashal_Ghorashal_TL_2,Ghorashal_230kV,Ghorashal_230kV,1.1,0.015,0.12,2e-05,230,2,XLPE,False,Ghorasal GIS2AIS double circuit
Ghorashal_Ghorashal_TL_1,Ghorashal_230kV,Ghorashal_230kV,1.1,0.015,0.12,2e-05,230,1,XLPE,False,Ghorasal GIS2AIS 3rd Circuit
Shahjibazar_Brahmanbaria_TL_1,Shahjibazar_132kV,Brahmanbaria_132kV,57.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Shahjibazar-Brahmanbaria
Shahjibazar_Brahmanbaria_TL_2,Shahjibazar_132kV,Brahmanbaria_132kV,57.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Shahjibazar-Brahmanbaria
Brahmanbaria_Ashuganj_TL_1,Brahmanbaria_132kV,Ashuganj_132kV,16.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Brahmanbaria-Ashuganj
Brahmanbaria_Ashuganj_TL_2,Brahmanbaria_132kV,Ashuganj_132kV,16.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Brahmanbaria-Ashuganj
Ashuganj_Ghorashal_TL_1,Ashuganj_132kV,Ghorashal_132kV,45.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Ashuganj-Ghorasal
Ashuganj_Ghorashal_TL_2,Ashuganj_132kV,Ghorashal_132kV,45.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Ashuganj-Ghorasal
Ghorashal_Narsingdi_TL_1,Ghorashal_132kV,Narsingdi_132kV,13.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Ghorasal-Narsingdi
Ghorashal_Narsingdi_TL_2,Ghorashal_132kV,Narsingdi_132kV,13.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Ghorasal-Narsingdi
Narsingdi_Haripur_230kV_TL_1,Narsingdi_132kV,Haripur_230kV,34.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Narsingdi-Haripur
Narsingdi_Bhulta_TL_1,Narsingdi_132kV,Bhulta_132kV,16.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Narsingdi-Bhulta
Bhulta_Haripur_230kV_TL_1,Bhulta_132kV,Haripur_230kV,15.0,0.065,0.39,2.73e-06,132,1,ACCC Grosbeak,False,Bhulta-Haripur
Haripur_230kV_Siddhirganj_TL_1,Haripur_230kV,Siddhirganj_132kV,2.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Haripur-Siddhirganj
Haripur_230kV_Siddhirganj_TL_2,Haripur_230kV,Siddhirganj_132kV,2.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Haripur-Siddhirganj
Shahjibazar_Srimangal_TL_1,Shahjibazar_132kV,Srimangal_132kV,36.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Shahjibazar-Srimangal
Shahjibazar_Srimangal_TL_2,Shahjibazar_132kV,Srimangal_132kV,36.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Shahjibazar-Srimangal
Srimangal_Fenchuganj_TL_1,Srimangal_132kV,Fenchuganj_132kV,49.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Srimangal-Fenchuganj
Srimangal_Fenchuganj_TL_2,Srimangal_132kV,Fenchuganj_132kV,49.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Srimangal-Fenchuganj
Fenchuganj_Fenchuganj_TL_1,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,False,Fenchuganj-Fenchuganj PS
Fenchuganj_Fenchuganj_TL_2,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,False,Fenchuganj-Fenchuganj PS
Fenchuganj_Fenchuganj_TL_3,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,False,Fenchuganj-Fenchuganj PS
Fenchuganj_Fenchuganj_TL_4,Fenchuganj_132kV,Fenchuganj_132kV,3.75,0.065,0.39,2.73e-06,132,4,ACCC Grosbeak,False,Fenchuganj-Fenchuganj PS
Fenchuganj_Sylhet_TL_1,Fenchuganj_132kV,Sylhet_132kV,31.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Fenchuganj-Sylhet
Fenchuganj_Sylhet_TL_2,Fenchuganj_132kV,Sylhet_132kV,31.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Fenchuganj-Sylhet
Sylhet_Chhatak_TL_1,Sylhet_132kV,Chhatak_132kV,33.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sylhet-Chhatak
Sylhet_Chhatak_TL_2,Sylhet_132kV,Chhatak_132kV,33.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Sylhet-Chhatak
Kaptai_Hathazari_TL_1,Kaptai_132kV,Hathazari_132kV,45.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kaptai-Hathazari
Kaptai_Hathazari_TL_2,Kaptai_132kV,Hathazari_132kV,45.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kaptai-Hathazari
Hathazari_Baroirhat_TL_1,Hathazari_132kV,Baroirhat_132kV,63.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Hathazari-Baroirhat
Hathazari_Baroirhat_TL_2,Hathazari_132kV,Baroirhat_132kV,63.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Hathazari-Baroirhat
Feni_Cumilla (N)_TL_1,Feni_132kV,Cumilla (N)_132kV,66.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Feni-Comilla (N)
Feni_Cumilla (N)_TL_2,Feni_132kV,Cumilla (N)_132kV,66.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Feni-Comilla (N)
Cumilla (N)_Daudkandi_TL_1,Cumilla (N)_132kV,Daudkandi_132kV,55.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak/AAAC,False,Comilla (N)- Daudkandi
Cumilla (N)_Daudkandi_TL_2,Cumilla (N)_132kV,Daudkandi_132kV,55.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak/AAAC,False,Comilla (N)- Daudkandi
Daudkandi_Sonargaon_TL_1,Daudkandi_132kV,Sonargaon_132kV,61.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak/AAAC,False,Daudkandi-Sonargaon
Daudkandi_Sonargaon_TL_2,Daudkandi_132kV,Sonargaon_132kV,61.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak/AAAC,False,Daudkandi-Sonargaon
Sonargaon_Haripur_230kV_TL_1,Sonargaon_132kV,Haripur_230kV,15.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak/AAAC,False,Sonargaon-Haripur
Sonargaon_Haripur_230kV_TL_2,Sonargaon_132kV,Haripur_230kV,15.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak/AAAC,False,Sonargaon-Haripur
Haripur_230kV_Siddhirganj_TL_1,Haripur_230kV,Siddhirganj_132kV,2.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Haripur-Siddhirganj
Haripur_230kV_Siddhirganj_TL_2,Haripur_230kV,Siddhirganj_132kV,2.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Haripur-Siddhirganj
Khulshi_Halishahar_TL_1,Khulshi_132kV,Halishahar_132kV,13.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Khulshi-Halishahar
Khulshi_Halishahar_TL_2,Khulshi_132kV,Halishahar_132kV,13.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Khulshi-Halishahar
Cumilla (N)_Chandpur_TL_1,Cumilla (N)_132kV,Chandpur_132kV,78.0,0.0852,0.4097,2.73e-06,132,1,Linnet +Grosbeak,False,Comilla (N)-Chandpur
Cumilla (N)_Cumilla (S)_TL_1,Cumilla (N)_132kV,Cumilla (S)_132kV,16.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Comilla (N)-Comilla (S)
Cumilla (S)_Chandpur_TL_1,Cumilla (S)_132kV,Chandpur_132kV,62.0,0.0852,0.4097,2.73e-06,132,1,ACCC Linnet,False,Comilla (S)-Chandpur
Ashuganj_Kishoreganj_TL_1,Ashuganj_132kV,Kishoreganj_132kV,52.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Ashuganj-Kishoreganj
Ashuganj_Kishoreganj_TL_2,Ashuganj_132kV,Kishoreganj_132kV,52.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Ashuganj-Kishoreganj
Kishoreganj_Mymensingh_TL_1,Kishoreganj_132kV,Mymensingh_132kV,59.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kishoreganj-Mymensingh
Kishoreganj_Mymensingh_TL_2,Kishoreganj_132kV,Mymensingh_132kV,59.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kishoreganj-Mymensingh
Mymensingh_Jamalpur_TL_1,Mymensingh_132kV,Jamalpur_132kV,55.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Mymensingh-Jamalpur
Mymensingh_Jamalpur_TL_2,Mymensingh_132kV,Jamalpur_132kV,55.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Mymensingh-Jamalpur
Madunaghat_Sikalbaha_TL_1,Madunaghat_132kV,Sikalbaha_132kV,17.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Madunaghat-Sikalbaha
Madunaghat_TKCCL_TL_1,Madunaghat_132kV,TKCCL_132kV,9.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Madunaghat-TKC
TKCCL_Sikalbaha_TL_1,TKCCL_132kV,Sikalbaha_132kV,9.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,TKC-Sikalbaha
Sikalbaha_Dohazari_TL_1,Sikalbaha_132kV,Dohazari_132kV,32.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Sikalbaha-Dohazari
Sikalbaha_Dohazari_TL_2,Sikalbaha_132kV,Dohazari_132kV,32.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Sikalbaha-Dohazari
Sikalbaha_Juldah_TL_1,Sikalbaha_132kV,Juldah_132kV,8.0,0.064,0.4,2.73e-06,132,1,AAAC,False,Sikalbaha-Juldah
Juldah_Halishahar_TL_1,Juldah_132kV,Halishahar_132kV,8.0,0.064,0.4,2.73e-06,132,1,AAAC,False,Juldah-Halishahar
Khulshi_Baroaulia_TL_1,Khulshi_132kV,Baroaulia_132kV,15.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Khulshi-Baroaulia
Khulshi_AKSML_TL_1,Khulshi_132kV,AKSML_132kV,11.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Khulshi-AKSML
AKSML_Baroaulia_TL_1,AKSML_132kV,Baroaulia_132kV,4.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,AKSML-Baroaulia
Madunaghat_Khulshi_TL_1,Madunaghat_132kV,Khulshi_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Madunaghat-Khulshi
Madunaghat_Khulshi_TL_1,Madunaghat_132kV,Khulshi_132kV,13.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Madunaghat-Khulshi
Kaptai_Chandraghona_TL_1,Kaptai_132kV,Chandraghona_132kV,11.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kaptai-Chandraghona
Kaptai_Chandraghona_TL_2,Kaptai_132kV,Chandraghona_132kV,11.5,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Kaptai-Chandraghona
Chandraghona_Madunaghat_TL_1,Chandraghona_132kV,Madunaghat_132kV,27.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chandraghona-Madunaghat
Chandraghona_Madunaghat_TL_2,Chandraghona_132kV,Madunaghat_132kV,27.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Chandraghona-Madunaghat
Madunaghat_Hathazari_TL_1,Madunaghat_132kV,Hathazari_132kV,10.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Madunaghat-Hathazari
Madunaghat_Hathazari_TL_2,Madunaghat_132kV,Hathazari_132kV,10.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Madunaghat-Hathazari
Hathazari_Baroaulia_TL_1,Hathazari_132kV,Baroaulia_132kV,11.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Hathazari-Baroaulia
Hathazari_Baroaulia_TL_2,Hathazari_132kV,Baroaulia_132kV,11.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Hathazari-Baroaulia
Dohazari_Cox's Bazar_TL_1,Dohazari_132kV,Cox's Bazar_132kV,87.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Dohazari-Cox's Bazar
Dohazari_Cox's Bazar_TL_2,Dohazari_132kV,Cox's Bazar_132kV,87.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Dohazari-Cox's Bazar
Feni_Chowmuhani_TL_1,Feni_132kV,Chowmuhani_132kV,32.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Feni-Chowmuhani
Feni_Chowmuhani_TL_2,Feni_132kV,Chowmuhani_132kV,32.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Feni-Chowmuhani
Baroaulia_Kabir Steel_TL_1,Baroaulia_132kV,Kabir Steel_132kV,4.0,0.0852,0.4097,2.73e-06,132,1,Grosbeak,False,Baroaulia- Kabir Steel
Mymensingh_Netrokona_TL_1,Mymensingh_132kV,Netrokona_132kV,34.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Mymensingh-Netrokona
Mymensingh_Netrokona_TL_2,Mymensingh_132kV,Netrokona_132kV,34.0,0.0852,0.4097,2.73e-06,132,2,Grosbeak,False,Mymensingh-Netrokona
Goalpara_Khulna (C)_TL_1,Goalpara_132kV,Khulna (C)_132kV,1.5,0.064,0.4,2.73e-06,132,2,AAAC,False,Goalpara-Khulna (C)
Goalpara_Khulna (C)_TL_2,Goalpara_132kV,Khulna (C)_132kV,1.5,0.064,0.4,2.73e-06,132,2,AAAC,False,Goalpara-Khulna (C)
Khulna (C)_Noapara_TL_1,Khulna (C)_132kV,Noapara_132kV,23.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Khulna (C)-Noapara
Khulna (C)_Noapara_TL_2,Khulna (C)_132kV,Noapara_132kV,23.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Khulna (C)-Noapara
Noapara_Jashore_TL_1,Noapara_132kV,Jashore_132kV,28.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Noapara-Jessore
Noapara_Jashore_TL_2,Noapara_132kV,Jashore_132kV,28.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Noapara-Jessore
Jashore_Jhenaidah_TL_1,Jashore_132kV,Jhenaidah_132kV,47.5,0.064,0.4,2.73e-06,132,2,AAAC,False,Jessore-Jhenaidah
Jashore_Jhenaidah_TL_2,Jashore_132kV,Jhenaidah_132kV,47.5,0.064,0.4,2.73e-06,132,2,AAAC,False,Jessore-Jhenaidah
Jhenaidah_Kushtia_TL_1,Jhenaidah_132kV,Kushtia_132kV,43.0,0.052,0.38,2.73e-06,132,2,ACCC AAAC,False,Jhenaidah-Kustia
Jhenaidah_Kushtia_TL_2,Jhenaidah_132kV,Kushtia_132kV,43.0,0.052,0.38,2.73e-06,132,2,ACCC AAAC,False,Jhenaidah-Kustia
Kushtia_Bheramara_TL_1,Kushtia_132kV,Bheramara_132kV,23.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Kustia-Bheramana
Kushtia_Bheramara_TL_2,Kushtia_132kV,Bheramara_132kV,23.0,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Kustia-Bheramana
Bheramara_Ishwardi_TL_1,Bheramara_132kV,Ishwardi_132kV,10.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Bheramara-Ishwardi
Bheramara_Ishwardi_TL_2,Bheramara_132kV,Ishwardi_132kV,10.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Bheramara-Ishwardi
Ishwardi_Natore_TL_1,Ishwardi_132kV,Natore_132kV,42.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Ishwardi-Natore
Ishwardi_Natore_TL_2,Ishwardi_132kV,Natore_132kV,42.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Ishwardi-Natore
Natore_Bogura_TL_1,Natore_132kV,Bogura_132kV,61.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Natore-Bogra
Natore_Bogura_TL_2,Natore_132kV,Bogura_132kV,61.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Natore-Bogra
Bogura_Palashbari_TL_1,Bogura_132kV,Palashbari_132kV,50.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Bogra-Palashbari
Bogura_Palashbari_TL_2,Bogura_132kV,Palashbari_132kV,50.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Bogra-Palashbari
Palashbari_Rangpur_TL_1,Palashbari_132kV,Rangpur_132kV,52.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Palashbari-Rangpur
Palashbari_Rangpur_TL_2,Palashbari_132kV,Rangpur_132kV,52.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Palashbari-Rangpur
Rangpur_Saidpur_TL_1,Rangpur_132kV,Saidpur_132kV,41.5,0.064,0.4,2.73e-06,132,2,AAAC,False,Rangpur-Saidpur
Rangpur_Saidpur_TL_2,Rangpur_132kV,Saidpur_132kV,41.5,0.064,0.4,2.73e-06,132,2,AAAC,False,Rangpur-Saidpur
Saidpur_Purbasadipur_TL_1,Saidpur_132kV,Purbasadipur_132kV,24.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Saidpur-Purbasadipur
Saidpur_Purbasadipur_TL_2,Saidpur_132kV,Purbasadipur_132kV,24.5,0.065,0.39,2.73e-06,132,2,ACCC Grosbeak,False,Saidpur-Purbasadipur
Purbasadipur_Thakurgaon_TL_1,Purbasadipur_132kV,Thakurgaon_132kV,45.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Purbasadipur-Thakurgaon
Purbasadipur_Thakurgaon_TL_2,Purbasadipur_132kV,Thakurgaon_132kV,45.0,0.064,0.4,2.73e-06,132,2,AAAC,False,Purbasadipur-Thakurgaon
Barishal(N)_Bhandaria_TL_1,Barishal(N)_132kV,Bhandaria_132kV,49.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Barisal-Bhandaria
Bhandaria_Bagerhat_TL_1,Bhandaria_132kV,Bagerhat_132kV,40.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Bhandaria-Bagerhat
Bagerhat_Mongla_TL_1,Bagerhat_132kV,Mongla_132kV,28.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Bagerhat-Mongla
Barishal(N)_Patuakhali_TL_1,Barishal(N)_132kV,Patuakhali_132kV,38.0,0.12,0.42,2.6e-06,132,1,HAWK,False,Barisal-Patuakhali
